Depth,Picea,Pinus,Alnus,Betula,Quercus,Ambrosia,Chenopodiaceae,Synth_0,Synth_1,Synth_2,Synth_3,Synth_4,Synth_5,Synth_6,Synth_7,Synth_8,Synth_9,Synth_10,Synth_11,Synth_12,Synth_13,Synth_14,Synth_15,Synth_16,Synth_17,Synth_18,Synth_19,Synth_20,Synth_21,Synth_22,Synth_23,Synth_24,Synth_25,Synth_26,Synth_27,Synth_28,Synth_29,Synth_30,Synth_31,Synth_32,Synth_33,Synth_34,Synth_35,Synth_36,Synth_37,Synth_38,Synth_39,Synth_40,Synth_41,Synth_42,Synth_43,Synth_44,Synth_45,Synth_46,Synth_47,Synth_48,Synth_49,Synth_50,Synth_51,Synth_52,Synth_53,Synth_54,Synth_55,Synth_56,Synth_57,Synth_58,Synth_59,Synth_60,Synth_61,Synth_62,Synth_63,Synth_64,Synth_65,Synth_66,Synth_67,Synth_68,Synth_69,Synth_70,Synth_71,Synth_72,Synth_73,Synth_74,Synth_75,Synth_76,Synth_77,Synth_78,Synth_79,Synth_80,Synth_81,Synth_82,Synth_83,Synth_84,Synth_85,Synth_86,Synth_87,Synth_88,Synth_89,Synth_90,Synth_91,Synth_92,Synth_93,Synth_94,Synth_95,Synth_96,Synth_97,Synth_98,Synth_99
570,16.71232877,53.69863013,1.917808219,8.219178082,1.369863014,1.369863014,1.095890411,9.577230929614753,1.3698974430937567,5.006694029700319,5.09433097995692,1.1221915100069948,2.06776266007761,5.901232513037927,6.531958317197273,6.903597778224082,6.571521667398484,1.313839951932303,2.0974476659030765,4.537762506831293,2.973551137156352,3.0782917561065757,2.1989220996421923,1.0267087646951336,6.7651889688713585,1.5755120309626165,1.8783214776177688,7.252258810581428,0.5918574756671938,3.3786655437724216,1.557230900343898,4.620462632543333,0.8883809301036737,5.541263694736922,6.169945725384924,5.0710475280875515,3.151039441502354,2.4670557310129424,6.44164732217723,2.3620103838709716,1.2478906713247655,1.181271981264054,10.859379622190533,4.048138613028273,0.7215463700595118,5.358692944769155,1.0245475706582827,1.88992107984697,2.5007961453347565,6.718041458381627,2.966894811531148,3.731672275674157,3.7868038502415025,1.9426077563199062,1.1129409737515377,3.034197031406421,3.7191576765443735,1.2740492516835502,5.502405850233614,4.151349341449395,1.648741856296957,0.6744251723919634,4.623050626706959,1.7235511718023613,4.062294480940743,0.8678961463554957,0.5381599843363644,4.145913044118801,3.8192870193643746,3.1935040056548223,4.1385577941405,2.6159506783325033,2.1053592711046423,3.2052423435449326,2.9943024801412297,4.393384654445388,1.6222681282090836,4.727610113112899,4.404798384293775,1.3902309071449959,0.9197274632261038,0.7764771988647248,7.358463300611724,1.790865165446439,2.2015195118226853,2.758725677147464,1.3199413483424842,5.49680124630667,2.346106464567687,1.2816856871157496,2.2895217605734817,2.071055896370286,2.552576673124347,7.162226204076802,6.370266903927825,1.3648577053288418,6.12426360196824,1.020888202198217,4.92202387484682,5.589446909497406,2.8229515590496144,7.3378195275153315,5.142979737220187,3.1241818246123483,8.105176850600857,3.58536332509057,1.2033904270957683
580,13.89728097,62.23564955,0.604229607,10.57401813,0.604229607,1.510574018,0.0,9.779212279053235,1.2482379318177328,4.776388680516037,4.686758599479567,1.1347541786965312,1.961163408148212,6.460388120363472,5.9481551155755685,7.684087548499513,6.427512020420286,1.3927707158046547,1.9474988794350125,4.747596600909461,2.6733833770314557,3.304074990485826,2.6304042241320325,1.0205456324000628,6.77225397865366,1.638423266016297,1.9949754653319611,7.182380873218127,0.6120101351683571,3.6156797485083336,1.601667402687557,5.091167130521294,0.8647424242688853,5.428028886785369,5.688707777478317,5.259032810826413,3.1275105838886854,2.84887068275674,5.8977988944102275,2.377066231356695,1.2067465194464264,1.1113063999491553,9.826749365218738,3.9514786342609547,0.7351385858404518,5.126489360785919,1.0279310828503208,2.1311791930551753,2.707077811175391,7.080979376007899,2.8558997603156238,3.803695040135488,4.14074374650969,2.103540202320535,1.1267829265615212,3.0005210179741924,3.579420953356747,1.2792370612800334,5.120159397193361,4.163961391227169,1.5258777521556588,0.6840524539017493,5.394476339312828,1.6455627956334096,4.014265275509307,0.862926004817397,0.5354520480324079,4.1740795456093505,3.9104934445535386,2.8651668026353594,4.044990043772428,2.7468882417937848,2.374262531128274,3.1823125085362864,3.0908622054904535,4.605456790851668,1.5727883072092732,5.389796587992297,4.533616684546266,1.3230620213179753,0.9057482267425064,0.7508852009147226,7.687489567811911,1.8065653751779096,2.2736772112906647,2.5966401512735273,1.356213155355289,5.002515447543633,2.352661318673243,1.3863678842375011,2.5726762199756577,1.9169512011068721,2.5592174553993443,7.044687234838094,6.789839836703649,1.3576550488912487,6.557534365086533,0.9094530743561517,5.278240534432677,5.9427791459484025,2.8735715827945194,6.956353065063457,5.358829890029803,3.1671354836828876,8.597524088731374,3.693915789290053,1.2323091454784016
590,14.00560224,59.3837535,0.56022409,9.523809524,1.120448179,0.56022409,0.280112045,10.846340160503267,1.2119468053714275,4.549231680527161,4.6485289531044955,1.1492484442845865,1.9709400806311832,6.660087997400577,5.606766432576783,9.143454546912173,6.202054548438019,1.450045195213324,1.908067240271968,4.7946334371370805,2.6338787173199747,3.7198962405707947,3.091548417341291,1.0189279020796889,7.403958204519526,1.7712159403921983,2.0543336242563535,7.720261710736512,0.6202871976033233,3.8724747776227755,1.6214448602130076,5.428948859809076,0.8645055422400553,5.213273871886636,5.440698435268855,5.857220747535861,3.137029406020001,3.272872384772234,5.630856249311811,2.443701013970668,1.2420624083376104,1.1039685487710245,9.134842353253667,3.814220235369059,0.749934856679286,5.073829604922154,1.0304166713470786,2.494071085715438,2.884296744642821,8.942168235864418,2.8112631002679747,4.01456440241299,5.194191275349975,2.2432261444160106,1.1369863366097805,2.9612107162688512,3.636725912720125,1.287751287770479,4.9810650699239245,4.340984730189297,1.5148771221297508,0.6795288539510237,7.109001609618412,1.731913757655759,4.000102660279417,0.8558242762487834,0.5310841575151656,4.69962680094101,4.060747512746767,2.7723250533559574,4.243857324342706,3.0555405991793188,2.6660057711863967,3.0585268222027477,3.1077463994662704,5.415655703732588,1.5925285305467423,6.628150907049561,5.362444204184426,1.318474820043844,0.8975125739491119,0.7484333747720161,8.371580973712069,1.8444948656719848,2.3055148342271896,2.528360511484836,1.4142901453409749,4.965876191157019,2.3814775416351965,1.526408871373376,3.0578492603773637,1.9048374469974845,2.6352557353276422,6.9904710563720975,7.659693206096415,1.3527131268498616,6.7637777485798996,0.8770186413862656,5.826457467595139,6.321215267553379,2.95576111333642,7.116190717331164,6.618554274212691,3.3209751538627126,9.91232188921965,3.758253034241256,1.2511720402434288
600,12.14788732,52.81690141,5.545774648,13.20422535,1.848591549,0.0,0.792253521,9.814224998737394,1.297588745861312,4.800676051314114,4.648719351419814,1.1332106296182736,1.9941102803865889,6.3746448811714975,6.011931354385273,7.748386804950515,6.227962974234472,1.4482986910061921,1.9741658165856195,4.632957638938489,2.7643718568121534,3.2273962493127852,2.5275995575038754,1.027511732213874,6.858793107652374,1.629309738182932,1.9704572737916242,7.1578727775014634,0.6169820456022915,3.58821961682893,1.5890873310784948,5.012728741365024,0.8872514923591315,5.371823542083865,5.782259848101365,5.1237524524527185,3.1404908241991882,2.7792289821045375,5.876125085191189,2.3751046680387025,1.2168083371948366,1.1391793319333126,10.01636924652578,3.811493440691357,0.7611358435393383,5.159759977904894,1.0313955055923325,2.0771396172017287,2.7246774475264015,7.192205069428308,2.8540442764438305,3.7464578853034043,4.101424225709412,2.0792776136479945,1.1410333024321588,2.953682927035003,3.566528981957946,1.2883153400318086,5.1467591945881,4.0290378032934475,1.579580733654921,0.6662421839013398,5.447303761489652,1.6421858200700055,4.008500642213782,0.8545416384821164,0.5406841335638988,4.080524936199733,3.802238130289691,2.9098441845736085,4.058553275090908,2.735899744325663,2.2809655509575126,2.9920432464125777,3.063691604487091,4.509342546780671,1.574404653714633,5.336473334068386,4.419779355395711,1.347178094826258,0.900696890404507,0.7894674649066403,7.721336840800649,1.8472714329567637,2.281679665830315,2.5748731974957266,1.4205622690716524,5.085839537187636,2.2975555364536104,1.3924971459335147,2.511249928037683,1.987212221404856,2.6237275781752114,7.180043220452518,6.641608280393804,1.3542530932610586,6.425987736873494,0.9564396543416328,5.145482338392683,5.88418665231025,2.8345852818607424,7.0242828903934775,5.25246652078539,3.124723090929081,8.638937601396869,3.6378935149065468,1.2519101129403174
610,16.69435216,55.31561462,0.996677741,9.219269103,0.996677741,0.249169435,0.249169435,9.980114242214754,1.304760236747454,4.501162554755264,4.631640839082899,1.1446302233142818,2.0982479835386267,6.167060893808617,5.491520815085814,7.8227211876261755,5.519506649343674,1.5414707017333695,2.0131939982381795,4.322431670342352,2.9554186413886057,3.5100189089673712,2.8086887351227716,1.0262182361416607,6.764149027430594,1.741392152268249,2.0360115227320406,7.161579420533328,0.6275620981959509,3.8340957155648696,1.6106636551694404,4.73128855052301,0.8982919794745047,5.089205769968891,5.4608025471998864,5.708404038117158,3.1892446847505904,3.056873727019486,5.355951243804243,2.444948453659009,1.2772997676051343,1.160380729903969,9.434894545014387,3.4187497935839386,0.7847738613191114,4.9907587359167405,1.034539580874922,2.366553853945724,2.8914767542556525,7.72323187479042,2.8675450946046546,3.6370540979979444,4.615899084952078,2.2379068877371453,1.1539452881978758,2.7927532385161316,3.7172055126124235,1.2988985809087676,4.9774100060406266,4.055957128161728,1.6189872374037568,0.6559721279424819,6.00937512346051,1.7575047870860958,3.955399044460207,0.8463948338772025,0.5370705038468921,4.65448209990862,3.9083548488103883,2.9678096989683214,4.51670652921943,3.048968891514533,2.435770899351218,2.6091408664363236,3.0054977502377187,4.961932323303611,1.6083355849211127,5.696485938051763,5.066211461651401,1.3745253960533066,0.8914688846670928,0.8283419034417869,7.715784239052821,1.9246819152728223,2.3095132039172337,2.488493490720165,1.5227588759324726,5.148201833609564,2.3224036704092765,1.5230522987803492,3.01986501035262,2.039375808256734,2.7431155860460446,6.548800942804622,6.469198384383269,1.3532857785818737,6.3236800764306516,0.955827334309182,5.313953543595489,5.444941558475273,2.805343823285186,6.8561081150787535,6.132205218333275,3.331343059960529,8.856414778249887,3.7089806256820492,1.27782853452014
620,10.0,56.11111111,3.888888889,13.33333333,0.833333333,0.833333333,0.555555556,9.85264471808495,1.2885140791131438,4.780343906455197,4.399349970002125,1.1386554024687932,2.0428546296453947,6.588241983275302,5.547917631946251,7.674117537560258,5.620971179411835,1.6012312785235467,1.9854902288256093,4.409493788936885,2.818721834726764,3.2399596187659974,2.5997914932930053,1.034000449580732,6.588091987169334,1.655328398487224,2.0238148483920226,7.101034849711344,0.6316087524205837,3.78628151133018,1.6019483119513418,5.036891631037136,0.9034894151702045,5.241981727805436,5.705483222679237,5.18651951387761,3.1827723798616177,2.9639815065558106,5.339865315011684,2.393642587390439,1.2112764872142323,1.138456223028868,10.475808578424981,3.4514079810198313,0.7927528643228953,4.978792844851814,1.038410793068593,2.1404187747584533,2.9711963275632107,6.899338246138599,2.8351744466592326,3.529328860021236,4.033982790734831,2.1973284395614234,1.169905990470543,2.818181489002861,3.5333273255896938,1.300653890175569,5.078573840983712,3.815825693480903,1.581293564660913,0.6537388528352748,5.37559014062038,1.6247630074522705,3.9765809900294946,0.8446622314694514,0.5426409222327869,4.263852383674017,3.757473350133817,2.8616690778256877,4.406818792987939,2.8289095542677813,2.285797031927291,2.6254624541220015,3.163890524050135,4.5478385688595315,1.562737264821182,5.247017110650929,4.332776436880125,1.3465429735362544,0.8887409563368591,0.8193450781143494,7.847587500149784,1.9251858173752057,2.4425398872714803,2.4538833733759016,1.5283456072323736,4.956214706272647,2.2609503566237015,1.4610941361771368,2.717043472770108,1.991974064777586,2.7271737437565653,6.803860978723318,6.0456704784337445,1.3513556683917105,6.609838734790339,0.9388410702798917,5.198816286678539,5.748990659035979,2.850877017929538,6.603097624803045,5.230859831436934,3.145565146312542,8.449472968799796,3.6878076322654696,1.3135750367101413
630,15.02835539,55.0094518,0.283553875,11.05860113,1.984877127,0.283553875,0.56710775,9.949890579745631,1.281081794958768,4.495211992813876,4.306238369328357,1.155509086363453,2.048284367444555,5.949005637503461,5.057327458613665,7.318036112942055,5.02380015941894,1.6435365567575162,1.9993714073375801,3.9533225535425136,2.9688329237767483,3.636690618722305,2.7875602981371,1.037060776966396,6.106536775540317,1.8250187118416485,1.9951357923751682,7.01687296532914,0.6398063090373293,3.9186889839109567,1.5911567931499144,4.642317476915285,0.9148577197825515,4.7387099458586786,5.260364437581616,5.705577217116188,3.2174025991223427,3.3225188183862384,4.876377464619217,2.493504348533466,1.2677260517144346,1.1567353405198368,9.541240616944943,3.1204529810166064,0.8146169049440838,4.674686057120805,1.0398733729022342,2.596743290545519,3.1092156504121724,6.8231774189391725,2.8438197177221,3.5071616830066876,4.60470146287827,2.223961976036586,1.1758125052773172,2.6727602826851062,3.4316956534232173,1.308379858772387,4.826849031821405,3.886301001481838,1.615950058774985,0.6433227077786485,5.530812512539116,1.793331183471924,3.9180720249012486,0.8389810592678454,0.5357216904411464,4.856299543096527,3.9570186035062287,2.9065140852757727,4.562104572419177,3.2487175945523816,2.578696619665536,2.3033066149766603,3.0479923578851333,4.955277157444387,1.630218821944229,5.472023991838625,5.094694702597826,1.361541699576981,0.8861083396666395,0.807793014781948,7.156672011420271,1.9879447796663319,2.4079996582471295,2.373632704894864,1.6157334266454955,4.822598618309181,2.3207662131349847,1.6581418964292605,3.155350752397769,2.0370480965129727,2.8167732690971,6.259940248407402,6.170503509942404,1.3503854651756284,6.063654161668225,0.9374738040316214,5.428284160970401,5.510864091004645,2.8245053120012567,6.0778965795222195,5.570408982299854,3.237482001923352,8.019976792769945,3.5672534422301005,1.319960464940917
640,10.42253521,59.43661972,1.408450704,12.95774648,1.690140845,0.281690141,0.281690141,10.87630782010898,1.2881118627356531,4.399772422316394,4.442738511982514,1.167097356194989,2.129822213931153,6.000960942329499,4.965328499119267,7.977323730096587,4.881750848565032,1.6911823739692797,2.019200313353728,3.967541026501346,3.014214328207031,3.9366140124566606,3.0604066384903525,1.0340081839311897,6.463293588347829,1.963842496478267,2.03684798187275,7.764160025314912,0.6373006794205924,4.0183401970950765,1.609473528336528,4.886739837531798,0.9298417421345374,4.627723705082927,5.288246203606671,6.147032802360576,3.198879334806522,3.6656706295643016,4.85695336768809,2.5639558654430306,1.3365529087061585,1.1782880180090218,9.584444466187637,3.0302956613240193,0.825666124232103,4.716165523139125,1.0422073713628355,2.916467911755658,3.263273722624013,7.807782682943444,2.815374187257494,3.667556112924442,5.234096161255534,2.3533615828454693,1.1853405552064185,2.6459103897496465,3.540119189390095,1.3123963214604562,4.9196288616218355,4.071461830742941,1.6564665060718928,0.6323638654742972,6.3777342896966225,1.9312354593750425,3.8864977313748668,0.8361033584379964,0.5342366621928824,5.5944295938108715,4.055964180906718,2.9111713388602647,4.904620790037868,3.5416372798546556,2.794414310491986,2.1908352179421984,3.0664534121047193,5.778720104102014,1.6753142446545013,6.233684021722928,5.750618929018639,1.3876425646082358,0.8768338310502618,0.8328283945851609,7.469136946101279,2.0020859296078957,2.4464076625226565,2.3666604983951927,1.6496239720583632,4.942109231268697,2.3286092911946192,1.7840371568125981,3.640163855174052,2.0908211449006475,2.8605074282798992,6.235628096644108,6.7211118426769,1.344588186278941,6.126524988775001,0.9427082379579043,5.856697143791594,5.846475924027004,2.929750683712514,6.258547794599842,6.201412780968628,3.4191323899659363,8.67282830078953,3.575966723553054,1.3365812959170797
650,10.35474593,56.37583893,3.451581975,11.79290508,2.588686481,0.0,0.0,11.193888250344578,1.3584010882298032,4.2555910115248174,4.818700006709634,1.1665209796538532,2.3352265551219165,6.448335532137518,5.136212064038309,8.272148004882123,4.709476952630162,1.7098662304056544,2.071808133646176,4.171062485251648,3.233148933848774,3.921726877691727,3.192895893110234,1.0187994236708955,7.485643550342187,1.990841955099153,2.157061998083309,8.092054001541142,0.630531224421827,4.182070458855385,1.6615807556842954,4.8777913697600805,0.9443658455997072,4.886533941976147,5.4916195966014945,6.510156396565387,3.220011123664756,3.474513848921852,4.971002007956185,2.585195348805134,1.443101385656133,1.2283329535188061,10.612967903052162,2.9280180373263027,0.8372944398297486,5.142839001231854,1.0425832461454025,2.8605420845939906,3.1775052281212233,8.671208481534546,2.8269073257929707,3.6625603522756824,5.115480474605013,2.5443789540832946,1.186607554139351,2.6238890985559715,4.18088123601984,1.3199499036366877,5.05384384608797,4.215709097122083,1.7491018244995764,0.6170127222684252,6.853655603841187,2.006740073352065,3.904757855539943,0.8310940384473537,0.5397708301121988,5.767012794186989,3.9677368561579724,3.034771999427629,5.502593406107361,3.6242501788802994,2.684848867997925,2.0466918760101165,2.9664600665029117,5.929904338766091,1.684645120716889,6.430454336731207,6.051573321162217,1.4547565614858766,0.8608569503727774,0.9550411759243123,8.936798436758657,2.041320881783167,2.381200766156596,2.4006766008267313,1.7095948461243533,5.706159876905965,2.2726137630548626,1.776109090935439,3.9190943503584736,2.212817855320688,2.984658295283935,6.45052754428016,6.55819346820828,1.3413995032734654,6.563083597222045,1.0026226754741945,5.610732359773564,5.379744162025198,2.868583759782355,7.561452620291658,7.11801612144457,3.766195867741998,10.107414341742974,3.834200177306968,1.3280726306540382
660,13.83363472,47.73960217,1.898734177,18.44484629,1.627486438,1.627486438,0.542495479,10.418446964918887,1.2408117681197577,3.9637312411986128,4.1549741094948915,1.1762518362953083,2.116246285736345,6.02971328866183,4.266034236567908,8.76566263738972,4.131769814965959,1.7864194751327553,1.960277572384288,3.7828595121780366,2.9950521835336232,4.1467914434308755,3.574560376663679,1.02165054991275,6.721748946635303,2.023988952558411,2.143101463716467,7.204877918382178,0.6568018089353508,4.24272476601972,1.6596242712313158,4.66261349712557,0.9321661804444727,4.4810769942694595,4.561024636476484,6.6450191655978275,3.196805066040125,3.972372368370921,4.122183481621616,2.6028232054689084,1.3456814226246314,1.15293874044625,8.351920168776491,2.6073647271180933,0.8595865196778623,4.360910596972767,1.0453536458466286,3.2705930755465142,3.3709680886408138,8.931078825629436,2.8020943793427278,3.4540238826656138,5.738942874564691,2.5287852961464488,1.1979318247730777,2.4250164518260457,3.600977033462268,1.3117066499909933,4.393534236053908,3.9867337979597117,1.6145252122636125,0.6235613136976175,7.492452126462782,1.8980410647563306,3.7429621027079194,0.8368745147073569,0.5366055550259686,5.70812642061497,4.220948800527414,2.789802774742533,5.0001241709073,3.730643138688407,3.03597791377062,1.7929251875018386,2.9264597908381855,5.949072341865049,1.669983958673949,6.758643461009677,6.153038825903422,1.369353326223696,0.8560059951275668,0.8930339237544759,7.9210932449594385,2.0408049659185252,2.3975616140028424,2.193713701283827,1.7112624530549794,4.609160028878593,2.397009837433245,1.9318950110587294,4.173453812101385,2.0414247960477043,2.825446174338098,5.461180397882409,6.4229655310785,1.3470577418260334,6.477680450379545,0.9079381705236622,5.958220345020768,5.333245097654771,2.7612899800896535,6.173007652256839,7.451707973130952,3.5795951324153403,9.372161155913624,3.7339846809939052,1.3481203384519502
